year,sport,gender,,recognition_type,athlete name,school,selector,class,position,story
2020,soccer,boys,,assistant_coach_of_the_year,Eddie Gibbons,Brandywine,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2020/12/15/boys-soccer-all-state-appos-aidan-mcdade-named-player-year/6548639002/
2020,soccer,boys,,small_school_coach_of_the_year,R.J. Dina,Sussex Academy,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2020/12/15/boys-soccer-all-state-appos-aidan-mcdade-named-player-year/6548639002/
2020,soccer,boys,,private_parochial_coach_of_the_year,Lance Berry,Caravel,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2020/12/15/boys-soccer-all-state-appos-aidan-mcdade-named-player-year/6548639002/
2020,soccer,boys,,small_school_assistant_coach_of_the_year,Eddie Gibbons,Brandywine,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2020/12/15/boys-soccer-all-state-appos-aidan-mcdade-named-player-year/6548639002/
2020,soccer,boys,,private_parochial_assistant_coach_of_the_year,Justin Romano,Salesianum,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2020/12/15/boys-soccer-all-state-appos-aidan-mcdade-named-player-year/6548639002/
2020,soccer,boys,,large_school_coach_of_the_year,Todd French,Milford,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2020/12/15/boys-soccer-all-state-appos-aidan-mcdade-named-player-year/6548639002/
2020,soccer,boys,,large_school_assistant_coach_of_the_year,Joe Rupar,Cape Henlopen,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2020/12/15/boys-soccer-all-state-appos-aidan-mcdade-named-player-year/6548639002/
2023,cross country,girls,,first_team_all_state,Paige Ballinger,Sussex Academy,,8th,,
2023,cross country,girls,,first_team_all_state,Anna Bockius,Padua,,so.,,
2023,cross country,girls,,first_team_all_state,Brynn Crandell,Indian River,,sr.,,
2023,cross country,girls,,first_team_all_state,Abby Downin,Tatnall,,so.,,
2023,cross country,girls,,first_team_all_state,Katrina Endres,Tatnall,,sr.,,
2023,cross country,girls,,first_team_all_state,Leah Horgan,St. Andrew's,,jr.,,
2023,cross country,girls,,first_team_all_state,Carlita Kaliher,Tatnall,,sr.,,
2023,cross country,girls,,first_team_all_state,Katie Payne,Tatnall,,jr.,,
2023,cross country,girls,,first_team_all_state,Ruby Schwelm,Tatnall,,jr.,,
2023,cross country,girls,,first_team_all_state,Isabelle Walsh,Middletown,,sr.,,
2023,cross country,girls,,second_team_all_state,Izzy Daniel,Tower Hill,,fr.,,
2023,cross country,girls,,second_team_all_state,Molly Flanagan,Padua,,sr.,,
2023,cross country,girls,,second_team_all_state,Sophia Holgado,Padua,,sr.,,
2023,cross country,girls,,second_team_all_state,Veronica Kamenitzer,Charter of Wilmington,,so.,,
2023,cross country,girls,,second_team_all_state,Faith Mitchell,Milford,,sr.,,
2023,cross country,girls,,second_team_all_state,Alyssa Napier,Conrad,,so.,,
2023,cross country,girls,,second_team_all_state,Maddie Priest,Archmere,,sr.,,
2023,cross country,girls,,second_team_all_state,Helen Socorso,Archmere,,jr.,,
2023,cross country,girls,,second_team_all_state,Alaina Thomas,Archmere,,fr.,,
2023,cross country,girls,,second_team_all_state,Kelsey Wolff,Padua,,sr.,,
2023,cross country,girls,,third_team_all_state,Mary Drost,Padua,,so.,,
2023,cross country,girls,,third_team_all_state,Elyse Fuller,Polytech,,jr.,,
2023,cross country,girls,,third_team_all_state,Claire Hulsey,St. Andrew's,,so.,,
2023,cross country,girls,,third_team_all_state,Shayla Kluizenaar,Newark Charter,,fr.,,
2023,cross country,girls,,third_team_all_state,Nikita Lachke,Charter of Wilmington,,jr.,,
2023,cross country,girls,,third_team_all_state,Angelina Mangano,Brandywine,,so.,,
2023,cross country,girls,,third_team_all_state,Natalie Radecki,Caravel,,so.,,
2023,cross country,girls,,third_team_all_state,Bree Talley,Caesar Rodney,,sr.,,
2023,cross country,girls,,third_team_all_state,Arina Varrato,Sussex Tech,,sr.,,
2023,cross country,girls,,third_team_all_state,Krissa Woods,Tatnall,,8th,,
2022,cross country,girls,,first_team_all_state,Brynn Crandell,Indian River,,jr.,,
2022,cross country,girls,,first_team_all_state,Katrina Endres,Tatnall,,jr.,,
2022,cross country,girls,,first_team_all_state,Molly Flanagan,Padua,,jr.,,
2022,cross country,girls,,first_team_all_state,Sophia Holgado,Padua,,jr.,,
2022,cross country,girls,,first_team_all_state,Lily Murphy,St. Andrew's,,sr.,,
2022,cross country,girls,,first_team_all_state,Katie Payne,Tatnall,,so.,,
2022,cross country,girls,,first_team_all_state,Isabelle Walsh,Middletown,,jr.,,
2022,cross country,girls,,second_team_all_state,Anna Bockius,Padua,,fr.,,
2022,cross country,girls,,second_team_all_state,Natalie Donaldson,Saint Mark's,,sr.,,
2022,cross country,girls,,second_team_all_state,Leah Horgan,St. Andrew's,,so.,,
2022,cross country,girls,,second_team_all_state,Katie Kuhlman,Cape Henlopen,,sr.,,
2022,cross country,girls,,second_team_all_state,Kylie McCarthy,Padua,,jr.,,
2022,cross country,girls,,second_team_all_state,Alyssa Napier,Conrad,,so.,,
2022,cross country,girls,,third_team_all_state,Lily Bowe,Sussex Academy,,jr.,,
2022,cross country,girls,,third_team_all_state,Katya Geyer,Sussex Academy,,fr.,,
2022,cross country,girls,,third_team_all_state,Claire Hulsey,St. Andrew's,,fr.,,
2022,cross country,girls,,third_team_all_state,Clare Kornacki,Ursuline,,sr.,,
2022,cross country,girls,,third_team_all_state,Maddie Priest,Archmere,,jr.,,
2022,cross country,girls,,third_team_all_state,Natalie Radecki,Caravel,,fr.,,
2022,cross country,girls,,third_team_all_state,Arina Varrato,Sussex Tech,,jr.,,
2022,cross country,girls,,third_team_all_state,Carlita Kaliher,Tatnall,,jr.,,
2021,cross country,girls,,first_team_all_state,Brynn Crandell,Indian River,,so.,,
2021,cross country,girls,,first_team_all_state,Mary Katherine Dorsey,Padua,,sr.,,
2021,cross country,girls,,first_team_all_state,Katrina Endres,Tatnall,,so.,,
2021,cross country,girls,,first_team_all_state,Stephanie Herrera,Saint Mark's,,sr.,,
2021,cross country,girls,,first_team_all_state,Sophia Holgado,Padua,,so.,,
2021,cross country,girls,,first_team_all_state,Katie Payne,Tatnall,,fr.,,
2021,cross country,girls,,second_team_all_state,Courtney Candy,Appoquinimink,,sr.,,
2021,cross country,girls,,second_team_all_state,Leah Horgan,St. Andrew's,,fr.,,
2021,cross country,girls,,second_team_all_state,Geneva Laur,Padua,,sr.,,
2021,cross country,girls,,second_team_all_state,Ava Lindia,Ursuline,,sr.,,
2021,cross country,girls,,second_team_all_state,Lia Miller,St. Andrew's,,jr.,,
2021,cross country,girls,,second_team_all_state,Lily Murphy,St. Andrew's,,jr.,,
2021,cross country,girls,,second_team_all_state,Hannah Zura,Caesar Rodney,,jr.,,
2021,cross country,girls,,third_team_all_state,Mallory Holloway,Conrad,,jr.,,
2021,cross country,girls,,third_team_all_state,Carlita Kaliher,Tatnall,,so.,,
2021,cross country,girls,,third_team_all_state,Katie Kuhlman,Cape Henlopen,,jr.,,
2021,cross country,girls,,third_team_all_state,Maria Lombardi,Charter of Wilmington,,sr.,,
2021,cross country,girls,,third_team_all_state,Alyssa Napier,Conrad,,fr.,,
2021,cross country,girls,,third_team_all_state,Megan Parks,Concord,,so.,,
2021,cross country,girls,,third_team_all_state,Maddie Priest,Archmere,,so.,,
2020,cross country,girls,,first_team_all_state,Lydia Colasante,Tatnall,,so.,,
2020,cross country,girls,,first_team_all_state,Brynn Crandell,Indian River,,fr.,,
2020,cross country,girls,,first_team_all_state,Mary Katherine Dorsey,Padua,,jr.,,
2020,cross country,girls,,first_team_all_state,Stephanie Herrera,Saint Mark's,,jr.,,
2020,cross country,girls,,first_team_all_state,Tiffany Herrera,Saint Mark's,,jr.,,
2020,cross country,girls,,first_team_all_state,Mallory Holloway,Conrad,,so.,,
2020,cross country,girls,,first_team_all_state,Erin Ranegan,Conrad,,sr.,,
2020,cross country,girls,,second_team_all_state,Katie Kuhlman,Cape Henlopen,,so.,,
2020,cross country,girls,,second_team_all_state,Jessica Lamborn,Concord,,sr.,,
2020,cross country,girls,,second_team_all_state,Josephine Ledford,Lake Forest,,jr.,,
2020,cross country,girls,,second_team_all_state,Ava Lindia,Ursuline,,jr.,,
2020,cross country,girls,,second_team_all_state,Emily Rzucidlo,Ursuline,,sr.,,
2020,cross country,girls,,second_team_all_state,Tiffany Banning,Appoquinimink,,jr.,,
2020,cross country,girls,,second_team_all_state,Anna Pryor,Ursuline,,jr.,,
2020,cross country,girls,,third_team_all_state,Geneva Laur,Padua,,jr.,,
2020,cross country,girls,,third_team_all_state,Alyssa Napier,Conrad,,8th,,
2020,cross country,girls,,third_team_all_state,Claire Kornacki,Ursuline,,so.,,
2020,cross country,girls,,third_team_all_state,Kylie McCarthy,Padua,,fr.,,
2020,cross country,girls,,third_team_all_state,Maddie Priest,Archmere,,fr.,,
2020,cross country,girls,,third_team_all_state,Madi McWatters,Newark Charter,,sr.,,
2020,cross country,girls,,third_team_all_state,Madeline Kuennen,DMA,,sr.,,
2019,cross country,girls,,first_team_all_state,Keely Arndt,Caesar Rodney,,sr.,,
2019,cross country,girls,,first_team_all_state,Maya Bordick,Charter of Wilmington,,sr.,,
2019,cross country,girls,,first_team_all_state,Lydia Colasante,Tatnall,,fr.,,
2019,cross country,girls,,first_team_all_state,Maisie Donohue,Brandywine,,so.,,
2019,cross country,girls,,first_team_all_state,Natalie Donaldson,Saint Mark's,,fr.,,
2019,cross country,girls,,first_team_all_state,Tiffany Herrera,Saint Mark's,,so.,,
2019,cross country,girls,,first_team_all_state,Judith McLaughlin,Padua,,jr.,,
2019,cross country,girls,,second_team_all_state,Alyssa Brinsky,Appoquinimink,,sr.,,
2019,cross country,girls,,second_team_all_state,Mallory Holloway,Conrad,,fr.,,
2019,cross country,girls,,second_team_all_state,Sarah Larose,Smyrna,,sr.,,
2019,cross country,girls,,second_team_all_state,Maria Lombardi,Charter of Wilmington,,so.,,
2019,cross country,girls,,second_team_all_state,Faith Mitchell,Milford,,8th,,
2019,cross country,girls,,second_team_all_state,Anna Pryor,Ursuline,,so.,,
2019,cross country,girls,,second_team_all_state,Raegan Sebastianelli,Smyrna,,sr.,,
2019,cross country,girls,,third_team_all_state,Mary Katherine Dorsey,Padua,,so.,,
2019,cross country,girls,,third_team_all_state,Stephanie Herrera,Saint Mark's,,so.,,
2019,cross country,girls,,third_team_all_state,Claire Kornacki,Ursuline,,fr.,,
2019,cross country,girls,,third_team_all_state,Geneva Laur,Padua,,so.,,
2019,cross country,girls,,third_team_all_state,Alaina McGonigle,Ursuline,,jr.,,
2019,cross country,girls,,third_team_all_state,Jordan Ormsby,Saint Mark's,,jr.,,
2019,cross country,girls,,third_team_all_state,Alison Ramirez,William Penn,,jr.,,
2019,cross country,girls,,third_team_all_state,Josephine Ledford,Milford,,so.,,
2018,cross country,girls,,first_team_all_state,Elizabeth Bader,Padua,,sr.,,
2018,cross country,girls,,first_team_all_state,Anna Cleary,Padua,,sr.,,
2018,cross country,girls,,first_team_all_state,Maisie Donohue,Brandywine,,fr.,,
2018,cross country,girls,,first_team_all_state,Katherine Hally,Padua,,sr.,,
2018,cross country,girls,,first_team_all_state,Keelin Hays,Tatnall,,sr.,,
2018,cross country,girls,,first_team_all_state,Tiffany Herrera,Saint Mark's,,fr.,,
2018,cross country,girls,,first_team_all_state,Alicia Lenoir,Padua,,sr.,,
2018,cross country,girls,,second_team_all_state,Alyssa Brinsky,Appoquinimink,,jr.,,
2018,cross country,girls,,second_team_all_state,Maleah Chumley,Caesar Rodney,,sr.,,
2018,cross country,girls,,second_team_all_state,Naomi Dawkins,Newark,,sr.,,
2018,cross country,girls,,second_team_all_state,Judith McLaughlin,Padua,,so.,,
2018,cross country,girls,,second_team_all_state,Anna Pryor,Ursuline,,fr.,,
2018,cross country,girls,,second_team_all_state,Emily Rzucidlo,Ursuline,,so.,,
2018,cross country,girls,,second_team_all_state,Allison Shaw,Mount Pleasant,,jr.,,
2018,cross country,girls,,third_team_all_state,Courtney Candy,Appoquinimink,,fr.,,
2018,cross country,girls,,third_team_all_state,Ava Lindia,Ursuline,,fr.,,
2018,cross country,girls,,third_team_all_state,Alaina McGonigle,Ursuline,,so.,,
2018,cross country,girls,,third_team_all_state,Maddie McWaters,Newark Charter,,so.,,
2018,cross country,girls,,third_team_all_state,Jordan Ormsby,Saint Mark's,,so.,,
2018,cross country,girls,,third_team_all_state,Naomie Pierre,Mount Pleasant,,jr.,,
2018,cross country,girls,,third_team_all_state,Alison Ramirez,William Penn,,so.,,
2017,cross country,girls,,first_team_all_state,Elizabeth Bader,Padua,,jr.,,
2017,cross country,girls,,first_team_all_state,Naomi Bowser,Smyrna,,sr.,,
2017,cross country,girls,,first_team_all_state,Anna Cleary,Padua,,jr.,,
2017,cross country,girls,,first_team_all_state,Keelin Hays,Tatnall,,jr.,,
2017,cross country,girls,,first_team_all_state,Alicia Lenoir,Padua,,jr.,,
2017,cross country,girls,,first_team_all_state,Lydia Olivere,Padua,,sr.,,
2017,cross country,girls,,first_team_all_state,Lillian Peterson,Newark Charter,,jr.,,
2017,cross country,girls,,second_team_all_state,Lauren Anshen,Tatnall,,jr.,,
2017,cross country,girls,,second_team_all_state,Katherine Hally,Padua,,jr.,,
2017,cross country,girls,,second_team_all_state,Olivia Hardin,Tatnall,,jr.,,
2017,cross country,girls,,second_team_all_state,Heather McClure,Conrad,,sr.,,
2017,cross country,girls,,second_team_all_state,Alaina McGonigle,Ursuline,,fr.,,
2017,cross country,girls,,second_team_all_state,Emily Rzucidlo,Ursuline,,fr.,,
2017,cross country,girls,,second_team_all_state,Natalie Rowell,Mount Pleasant,,so.,,
2017,cross country,girls,,third_team_all_state,Olivia Brozefsky,Cape Henlopen,,so.,,
2017,cross country,girls,,third_team_all_state,Meghan Hurst,St. Georges,,jr.,,
2017,cross country,girls,,third_team_all_state,Judith McLaughlin,Padua,,fr.,,
2017,cross country,girls,,third_team_all_state,Amber Owens,Padua,,sr.,,
2017,cross country,girls,,third_team_all_state,Alison Ramirez,William Penn,,fr.,,
2017,cross country,girls,,third_team_all_state,Allison Shaw,Mount Pleasant,,so.,,
2017,cross country,girls,,third_team_all_state,Eirinn Sikes,Tatnall,,jr.,,
2016,cross country,girls,,first_team_all_state,Naomi Bowser,Smyrna,,jr.,,
2016,cross country,girls,,first_team_all_state,Caitlin Cobb,St. Andrew's,,sr.,,
2016,cross country,girls,,first_team_all_state,Caroline Foley,Tatnall,,sr.,,
2016,cross country,girls,,first_team_all_state,Olivia Hardin,Tatnall,,so.,,
2016,cross country,girls,,first_team_all_state,Keelin Hays,Tatnall,,so.,,
2016,cross country,girls,,first_team_all_state,Lydia Olivere,Padua,,jr.,,
2016,cross country,girls,,first_team_all_state,Lillian Peterson,Newark Charter,,jr.,,
2016,cross country,girls,,second_team_all_state,Hannah Apostolico,Padua,,sr.,,
2016,cross country,girls,,second_team_all_state,Maya Bordrick,Charter of Wilmington,,fr.,,
2016,cross country,girls,,second_team_all_state,Katherine Hally,Padua,,so.,,
2016,cross country,girls,,second_team_all_state,Alicia Lenoir,Padua,,so.,,
2016,cross country,girls,,second_team_all_state,Maddie Olivere,Padua,,sr.,,
2016,cross country,girls,,second_team_all_state,Eirinn Sikes,Tatnall,,so.,,
2016,cross country,girls,,second_team_all_state,Elaina Teklits,Tatnall,,fr.,,
2016,cross country,girls,,third_team_all_state,Lauren Anshen,Tatnall,,so.,,
2016,cross country,girls,,third_team_all_state,Olivia Brozefsky,Cape Henlopen,,fr.,,
2016,cross country,girls,,third_team_all_state,Anna Cleary,Padua,,so.,,
2016,cross country,girls,,third_team_all_state,Helena Helou,Sussex Academy,,fr.,,
2016,cross country,girls,,third_team_all_state,Alaina McGonigle,Ursuline,,8th,,
2016,cross country,girls,,third_team_all_state,Maddie McWaters,Newark Charter,,8th,,
2016,cross country,girls,,third_team_all_state,Victoria Steinhoff,Padua,,jr.,,
2015,cross country,girls,,first_team_all_state,Louisa Belk,St. Andrew's,,sr.,,
2015,cross country,girls,,first_team_all_state,Rachel Beston,Newark,,sr.,,
2015,cross country,girls,,first_team_all_state,Cailtin Cobb,St. Andrew's,,jr.,,
2015,cross country,girls,,first_team_all_state,Keelin Hays,Tatnall,,fr.,,
2015,cross country,girls,,first_team_all_state,Erin Jackson,Charter of Wilmington,,sr.,,
2015,cross country,girls,,first_team_all_state,Katie Macturk,Concord,,sr.,,
2015,cross country,girls,,first_team_all_state,Lydia Olivere,Padua,,so.,,
2015,cross country,girls,,second_team_all_state,Lauren Anshen,Tatnall,,fr.,,
2015,cross country,girls,,second_team_all_state,Maya Bordrick,Conrad,,8th,,
2015,cross country,girls,,second_team_all_state,Naomi Dawkins,Newark ,,fr.,,
2015,cross country,girls,,second_team_all_state,Caroline Foley,Tatnall,,jr.,,
2015,cross country,girls,,second_team_all_state,Analise Kaminski,Saint Mark's,,sr.,,
2015,cross country,girls,,second_team_all_state,Maddie Olivere,Padua,,jr.,,
2015,cross country,girls,,second_team_all_state,Roxanne Ramirez,Sussex Tech,,sr.,,
2015,cross country,girls,,third_team_all_state,Hannah Apostolico,Padua,,jr.,,
2015,cross country,girls,,third_team_all_state,Alexa Crowell,Brandywine,,jr.,,
2015,cross country,girls,,third_team_all_state,Piper Freed,Appoquinimink,,sr.,,
2015,cross country,girls,,third_team_all_state,Sydney Kriner,Charter of Wilmington,,so.,,
2015,cross country,girls,,third_team_all_state,Kelsi Lussier,DMA,,fr.,,
2015,cross country,girls,,third_team_all_state,Lillian Peterson,Newark Charter,,so.,,
2015,cross country,girls,,third_team_all_state,Eirinn Sikes,Tatnall,,fr.,,
2014,cross country,girls,,first_team_all_state,Rachel Beston,Newark,,jr.,,
2014,cross country,girls,,first_team_all_state,Colleen Carney,Archmere,,sr.,,
2014,cross country,girls,,first_team_all_state,Katie Macturk,Concord,,jr.,,
2014,cross country,girls,,first_team_all_state,Emma Menzer,Newark Charter,,8th,,
2014,cross country,girls,,first_team_all_state,Rebekah Mills,Caesar Rodney,,sr.,,
2014,cross country,girls,,first_team_all_state,Lydia Olivere,Padua,,fr.,,
2014,cross country,girls,,first_team_all_state,Emily Paolucci,Padua,,sr.,,
2014,cross country,girls,,second_team_all_state,Raley Abramczyk,Tower Hill,,sr.,,
2014,cross country,girls,,second_team_all_state,Louisa Belk,St. Andrew's,,jr.,,
2014,cross country,girls,,second_team_all_state,Ashton Dunkey,Middletown,,sr.,,
2014,cross country,girls,,second_team_all_state,Caroline Foley,Tatnall,,so.,,
2014,cross country,girls,,second_team_all_state,Kieran Hanrahan,Tatnall,,sr.,,
2014,cross country,girls,,second_team_all_state,Karlee Panella,Padua,,sr.,,
2014,cross country,girls,,second_team_all_state,Erin Spadaccini,Padua,,sr.,,
2014,cross country,girls,,third_team_all_state,Jeanette Bendolph,Caesar Rodney,,sr.,,
2014,cross country,girls,,third_team_all_state,Megan Glanz,DMA,,sr.,,
2014,cross country,girls,,third_team_all_state,Morgan Holt,Red Lion Christian,,jr.,,
2014,cross country,girls,,third_team_all_state,Caitlin Porrazzo,St. Andrew's,,sr.,,
2014,cross country,girls,,third_team_all_state,Emma Porrazzo,St. Andrew's,,sr.,,
2014,cross country,girls,,third_team_all_state,Roxanne Ramirez,Sussex Tech,,jr.,,
2014,cross country,girls,,third_team_all_state,Quinn Teklits,Tatnall,,so.,,
2013,cross country,girls,,first_team_all_state,Louisa Belk,St. Andrew's,,so.,,
2013,cross country,girls,,first_team_all_state,Caroline Foley,Tatnall,,fr.,,
2013,cross country,girls,,first_team_all_state,Adrienne Fraczkowski,DMA,,sr.,,
2013,cross country,girls,,first_team_all_state,Kieran Hanrahan,Tatnall,,jr.,,
2013,cross country,girls,,first_team_all_state,Analise Kaminski,Saint Mark's,,so.,,
2013,cross country,girls,,first_team_all_state,Rebekah Mills,Caesar Rodney,,jr.,,
2013,cross country,girls,,first_team_all_state,Emily Paolucci,Padua,,jr.,,
2013,cross country,girls,,second_team_all_state,Colleen Carney,Archmere,,jr.,,
2013,cross country,girls,,second_team_all_state,Ashlynne Foley,DMA,,sr.,,
2013,cross country,girls,,second_team_all_state,Katie Macturk,Concord,,so.,,
2013,cross country,girls,,second_team_all_state,Karlee Panella,Padua,,jr.,,
2013,cross country,girls,,second_team_all_state,Angie Spadaccini,Padua,,sr.,,
2013,cross country,girls,,second_team_all_state,Erin Spadaccini,Padua,,jr.,,
2013,cross country,girls,,second_team_all_state,Tori Vickers,Smyrna,,sr.,,
2013,cross country,girls,,third_team_all_state,Emma Barnes,Charter of Wilmington,,sr.,,
2013,cross country,girls,,third_team_all_state,Rachel Beston,Newark,,so.,,
2013,cross country,girls,,third_team_all_state,Gabby Brown,Middletown,,sr.,,
2013,cross country,girls,,third_team_all_state,Ashton Dunkey,Middletown,,jr.,,
2013,cross country,girls,,third_team_all_state,Piper Freed,Appoquinimink,,so.,,
2013,cross country,girls,,third_team_all_state,Grace Slate,Concord,,fr.,,
2013,cross country,girls,,third_team_all_state,Kennedy Wong,Ursuline,,sr.,,
2012,cross country,girls,,first_team_all_state,Reagan Anderson,Tatnall,,sr.,,
2012,cross country,girls,,first_team_all_state,Caroline Foley,Tatnall,,8th,,
2012,cross country,girls,,first_team_all_state,Kieran Hanrahan,Tatnall,,so.,,
2012,cross country,girls,,first_team_all_state,Rebekah Mills,Caesar Rodney,,so.,,
2012,cross country,girls,,first_team_all_state,Emily Paolucci,Padua,,so.,,
2012,cross country,girls,,first_team_all_state,Amanda Rickert,Charter of Wilmington,,sr.,,
2012,cross country,girls,,first_team_all_state,Julie Williams,Tatnall,,sr.,,
2012,cross country,girls,,second_team_all_state,Colleen Carney,Archmere,,so.,,
2012,cross country,girls,,second_team_all_state,Ashton Dunkey,Middletown,,so.,,
2012,cross country,girls,,second_team_all_state,Ashlynne Foley,DMA,,jr.,,
2012,cross country,girls,,second_team_all_state,Adrienne Fraczkowski,DMA,,jr.,,
2012,cross country,girls,,second_team_all_state,Karlee Panella,Padua,,so.,,
2012,cross country,girls,,second_team_all_state,Quinn Teklits,Tatnall,,8th,,
2012,cross country,girls,,second_team_all_state,Kennedy Wong,Ursuline,,jr.,,
2012,cross country,girls,,third_team_all_state,Gabby Brown,Middletown,,jr.,,
2012,cross country,girls,,third_team_all_state,Erin Ford,Charter of Wilmington,,jr.,,
2012,cross country,girls,,third_team_all_state,Alexis Groce,Milford,,sr.,,
2012,cross country,girls,,third_team_all_state,Analise Kaminski,Saint Mark's,,fr.,,
2012,cross country,girls,,third_team_all_state,Celia Pascoe,Appoquinimink,,sr.,,
2012,cross country,girls,,third_team_all_state,Tori Vickers,Smyrna,,jr.,,
2012,cross country,girls,,third_team_all_state,Courtney Wallace,Ursuline,,so.,,
2011,cross country,girls,,first_team_all_state,Reagan Anderson,Tatnall,,jr.,,
2011,cross country,girls,,first_team_all_state,Kieran Hanrahan,Tatnall,,fr.,,
2011,cross country,girls,,first_team_all_state,Ali Hazel,Archmere,,sr.,,
2011,cross country,girls,,first_team_all_state,Julie Macedo,Charter of Wilmington,,sr.,,
2011,cross country,girls,,first_team_all_state,Haley Pierce,Tatnall,,sr.,,
2011,cross country,girls,,first_team_all_state,Amanda Rickert,Charter of Wilmington,,jr.,,
2011,cross country,girls,,first_team_all_state,Rebecca Salter,Tatnall,,jr.,,
2011,cross country,girls,,second_team_all_state,Molly Bliss,Milford,,sr.,,
2011,cross country,girls,,second_team_all_state,Kate Hastings,Tatnall,,fr.,,
2011,cross country,girls,,second_team_all_state,Emily Paolucci,Padua,,fr.,,
2011,cross country,girls,,second_team_all_state,Courtney Wallace,Ursuline,,fr.,,
2011,cross country,girls,,second_team_all_state,Isabel Wharton,Sussex Tech,,sr.,,
2011,cross country,girls,,second_team_all_state,Julie Williams,Tatnall,,jr.,,
2011,cross country,girls,,second_team_all_state,Kennedy Wong,Ursuline,,so.,,
2011,cross country,girls,,third_team_all_state,Ali Coning,Cape Henlopen,,sr.,,
2011,cross country,girls,,third_team_all_state,Ashton Dunkey,Middletown,,fr.,,
2011,cross country,girls,,third_team_all_state,Juliana Hughes,Tower Hill,,jr.,,
2011,cross country,girls,,third_team_all_state,Bethany Kilmon,Sussex Tech,,jr.,,
2011,cross country,girls,,third_team_all_state,Rebekah Mills,Caesar Rodney,,fr.,,
2011,cross country,girls,,third_team_all_state,Lexi Santer,Charter of Wilmington,,so.,,
2011,cross country,girls,,third_team_all_state,Caroline Silverman,Tatnall,,8th,,
2010,cross country,girls,,first_team_all_state,Reagan Anderson,Tatnall,,so.,,
2010,cross country,girls,,first_team_all_state,Lauren Blackwell,Tatnall,,sr.,,
2010,cross country,girls,,first_team_all_state,Emily Frydrych,Saint Mark's,,sr.,,
2010,cross country,girls,,first_team_all_state,Kieran Hanrahan,Tatnall,,8th,,
2010,cross country,girls,,first_team_all_state,Julie Macedo,Charter of Wilmington,,jr.,,
2010,cross country,girls,,first_team_all_state,Lindsey Olivere,Archmere,,sr.,,
2010,cross country,girls,,first_team_all_state,Haley Pierce,Tatnall,,jr.,,
2010,cross country,girls,,second_team_all_state,Kate Hastings,Tatnall,,8th,,
2010,cross country,girls,,second_team_all_state,Ali Hazel,Archmere,,jr.,,
2010,cross country,girls,,second_team_all_state,Amanda Rickert,Charter of Wilmington,,so.,,
2010,cross country,girls,,second_team_all_state,Lexi Santer,Charter of Wilmington,,fr.,,
2010,cross country,girls,,second_team_all_state,Katrina Steenkamer,Saint Mark's,,sr.,,
2010,cross country,girls,,second_team_all_state,Meredith Steenkamer,Charter of Wilmington,,sr.,,
2010,cross country,girls,,second_team_all_state,Julia Williams,Tatnall,,so.,,
2010,cross country,girls,,third_team_all_state,Garcelle Alequine,Padua,,jr.,,
2010,cross country,girls,,third_team_all_state,Cara Bottorff,Tatnall,,sr.,,
2010,cross country,girls,,third_team_all_state,Kerrin Jennings,Padua,,sr.,,
2010,cross country,girls,,third_team_all_state,Taylor Schoenbeck,Padua,,so.,,
2010,cross country,girls,,third_team_all_state,Kourtney Sumner,DMA,,sr.,,
2010,cross country,girls,,third_team_all_state,Isabel Wharton,Sussex Tech,,jr.,,
2010,cross country,girls,,third_team_all_state,Kennedy Wong,Ursuline,,fr.,,
2019,volleyball,girls,,first_team_all_state,Savannah Seemans,St. Mark’s,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,first_team_all_state,Raychel Ehlers,Indian River,Coaches association,jr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,first_team_all_state,Alyssa Faville,Conrad,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,first_team_all_state,Julia Kochie,Archmere,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,first_team_all_state,Cassidy Markel,Ursuline,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
2019,volleyball,girls,,first_team_all_state,Jessica Molen,Padua,Coaches association,sr.,,https://www.delawareonline.com/story/sports/high-school/2019/12/12/top-delaware-high-school-volleyball-players-2019-savannah-seemans-st-marks-padua-divca/2618123001/
